@relation czysty-cut
@attribute X1 real
@attribute X2 real
@attribute LABEL {MIN1, MIN2, MAJ}
@data
181.818609516,181.48089285,MIN1
159.821951931,50.1330410739,MIN1
331.821833156,136.642821407,MIN1
29.9603832305,148.060329604,MIN1
238.533569042,184.231274731,MIN1
234.823563751,27.7140053523,MIN1
40.6609931514,2.0129850315,MIN1
255.329729728,29.7941242911,MIN1
68.7532015009,124.97103094,MIN1
277.326387313,161.141976067,MIN1
103.471503442,-3.62643895498,MIN1
125.468161027,127.721412821,MIN1
352.327999133,138.722940346,MIN1
201.39727417,144.431694444,MIN1
203.782819643,-20.4753808023,MIN1
247.776134813,242.22032275,MIN1
110.49455553,27.1130725222,MIN1
282.494436754,113.622852855,MIN1
95.9179085275,208.799759504,MIN1
304.491094339,244.970704631,MIN1
143.025791246,204.570191514,MIN1
121.029133661,73.2223397378,MIN1
54.3806839996,84.1442340854,MIN1
262.953869811,120.315179213,MIN1
204.383907639,39.3061626421,MIN1
53.4531826767,45.0149167407,MIN1
280.313020782,56.0164442651,MIN1
93.7364925553,151.193350914,MIN1
302.309678367,187.364296041,MIN1
171.123649848,-36.1327600541,MIN1
215.116965018,226.562943498,MIN1
193.120307433,95.215091722,MIN1
163.752310452,150.788889331,MIN1
160.042305161,-5.72838004812,MIN1
204.035620331,256.967323504,MIN1
66.7540410474,41.8600732763,MIN1
299.709429917,44.4717949332,MIN1
113.13290169,139.648701582,MIN1
321.706087502,175.819646709,MIN1
90.2087427826,-30.8284675388,MIN1
-31.618474545,-393.672825804,MAJ
398.381525455,179.66050753,MAJ
-380.993474545,-107.006159137,MAJ
49.006525455,-202.561714693,MAJ
-165.993474545,370.771618641,MAJ
-273.493474545,-298.117270248,MAJ
156.506525455,275.216063085,MAJ
371.506525455,-404.290109754,MAJ
102.756525455,-117.623443088,MAJ
-112.243474545,-213.178998643,MAJ
317.756525455,360.15433469,MAJ
210.256525455,-308.734554199,MAJ
-4.74347454496,264.598779135,MAJ
425.256525455,-22.0678875321,MAJ
-424.665349545,-340.586406051,MAJ
5.33465045504,232.746927283,MAJ
220.334650455,-149.47529494,MAJ
-317.165349545,423.858038394,MAJ
-102.165349545,-245.030850495,MAJ
327.834650455,328.302482838,MAJ
-370.915349545,41.6358161716,MAJ
59.084650455,-372.438257902,MAJ
-155.915349545,200.895075431,MAJ
274.084650455,-85.7715912358,MAJ
-263.415349545,-181.327146791,MAJ
166.584650455,392.006186542,MAJ
-48.415349545,105.339519875,MAJ
381.584650455,-276.882702347,MAJ
-397.790349545,296.450630986,MAJ
-182.790349545,-414.907393705,MAJ
-290.290349545,-128.240727038,MAJ
139.709650455,-223.796282594,MAJ
-75.290349545,349.537050739,MAJ
354.709650455,62.8703840728,MAJ
-344.040349545,-319.351838149,MAJ
85.959650455,253.981495184,MAJ
300.959650455,-351.203690001,MAJ
-236.540349545,222.129643332,MAJ
193.459650455,-64.5370233346,MAJ
-21.540349545,-160.09257889,MAJ
408.459650455,413.240754443,MAJ
-411.227849545,126.574087777,MAJ
18.772150455,-255.648134446,MAJ
-196.227849545,317.685198888,MAJ
-303.727849545,-383.055541853,MAJ
-88.727849545,-96.3888751864,MAJ
341.272150455,-191.944430742,MAJ
-357.477849545,381.388902591,MAJ
-142.477849545,-287.499986298,MAJ
287.522150455,285.833347036,MAJ
180.022150455,-426.704375872,MAJ
-34.977849545,146.628957461,MAJ
395.022150455,-140.037709206,MAJ
-384.352849545,-235.593264761,MAJ
45.647150455,337.740068572,MAJ
260.647150455,-331.148820317,MAJ
-276.852849545,242.184513017,MAJ
153.147150455,-44.4821536501,MAJ
-61.852849545,-363.000672169,MAJ
368.147150455,210.332661165,MAJ
-330.602849545,-76.3340055019,MAJ
99.397150455,-171.889561057,MAJ
-115.602849545,401.443772276,MAJ
-223.102849545,-267.445116613,MAJ
206.897150455,305.88821672,MAJ
-8.10284954496,19.2215500536,MAJ
421.897150455,-394.85252402,MAJ
-417.946599545,178.480809313,MAJ
12.053400455,-108.185857354,MAJ
-202.946599545,-203.741412909,MAJ
227.053400455,369.591920424,MAJ
119.553400455,-299.296968465,MAJ
-95.446599545,274.036364868,MAJ
334.553400455,-12.6303017982,MAJ
-364.196599545,-405.469807971,MAJ
-149.196599545,-118.803141304,MAJ
280.803400455,-214.35869686,MAJ
-256.696599545,358.974636473,MAJ
-41.696599545,-309.914252416,MAJ
388.303400455,263.419080918,MAJ
-391.071599545,-23.2475857489,MAJ
38.928400455,-341.766104267,MAJ
-176.071599545,231.567229066,MAJ
253.928400455,-55.0994376007,MAJ
-283.571599545,-150.654993156,MAJ
146.428400455,422.678340177,MAJ
-68.571599545,136.01167351,MAJ
361.428400455,-246.210548712,MAJ
-337.321599545,327.122784622,MAJ
-122.321599545,-373.617956119,MAJ
-229.821599545,-86.9512894526,MAJ
200.178400455,-182.506845008,MAJ
-14.821599545,390.826488325,MAJ
415.178400455,104.159821659,MAJ
-404.509099545,-278.062400564,MAJ
25.490900455,295.27093277,MAJ
240.490900455,-416.087091922,MAJ
132.990900455,-129.420425255,MAJ
-82.009099545,-224.975980811,MAJ
347.990900455,348.357352523,MAJ
79.240900455,-320.531536366,MAJ
-135.759099545,252.801796967,MAJ
294.240900455,-33.8648696995,MAJ
-243.259099545,-352.383388218,MAJ
-28.259099545,-65.7167215513,MAJ
401.740900455,-161.272277107,MAJ
-377.634099545,412.061056226,MAJ
-162.634099545,-256.827832662,MAJ
267.365900455,316.505500671,MAJ
159.865900455,-384.23524007,MAJ
-55.134099545,189.098093263,MAJ
374.865900455,-97.5685734032,MAJ
-323.884099545,-193.124128959,MAJ
106.115900455,380.209204375,MAJ
321.115900455,-288.679684514,MAJ
-216.384099545,284.653648819,MAJ
-1.38409954496,-419.626186572,MAJ
428.615900455,153.707146761,MAJ
-428.864568295,-132.959519905,MAJ
1.13543170504,-228.515075461,MAJ
-213.864568295,344.818257873,MAJ
-321.364568295,-324.070631016,MAJ
108.635431705,249.262702317,MAJ
323.635431705,-355.922482868,MAJ
-375.114568295,217.410850465,MAJ
54.885431705,-69.2558162015,MAJ
-160.114568295,-164.811371757,MAJ
269.885431705,408.521961576,MAJ
162.385431705,-260.366927313,MAJ
-52.614568295,312.966406021,MAJ
377.385431705,26.299739354,MAJ
-401.989568295,-387.77433472,MAJ
28.010431705,185.558998613,MAJ
-186.989568295,-101.107668053,MAJ
243.010431705,-196.663223609,MAJ
-294.489568295,376.670109724,MAJ
-79.489568295,-292.218779164,MAJ
350.510431705,281.114554169,MAJ
-348.239568295,-5.55211249782,MAJ
81.760431705,-398.391618671,MAJ
296.760431705,-111.724952004,MAJ
-240.739568295,-207.28050756,MAJ
189.260431705,366.052825774,MAJ
-25.739568295,79.3861591071,MAJ
404.260431705,-302.836063115,MAJ
-415.427068295,270.497270218,MAJ
14.572931705,-16.1693964484,MAJ
-200.427068295,-334.687914967,MAJ
-307.927068295,-48.0212483003,MAJ
122.072931705,-143.576803856,MAJ
-92.927068295,429.756529477,MAJ
-361.677068295,-239.132359411,MAJ
68.322931705,334.200973922,MAJ
283.322931705,-366.539766819,MAJ
175.822931705,-79.8731001521,MAJ
-39.177068295,-175.428655708,MAJ
390.822931705,397.904677626,MAJ
-388.552068295,111.238010959,MAJ
41.447931705,-270.984211263,MAJ
-173.552068295,302.34912207,MAJ
-281.052068295,-409.008902621,MAJ
-66.052068295,-122.342235955,MAJ
363.947931705,-217.89779151,MAJ
-334.802068295,355.435541823,MAJ
-119.802068295,-313.453347066,MAJ
310.197931705,259.879986268,MAJ
202.697931705,-345.305198918,MAJ
-12.302068295,228.028134416,MAJ
417.697931705,-58.6385322509,MAJ
-422.145818295,-154.194087806,MAJ
7.85418170504,419.139245527,MAJ
222.854181705,-249.749643362,MAJ
-314.645818295,323.583689971,MAJ
-99.645818295,-377.157050769,MAJ
-368.395818295,-90.4903841028,MAJ
61.604181705,-186.045939658,MAJ
-153.395818295,387.287393675,MAJ
-260.895818295,-281.601495214,MAJ
169.104181705,291.731838119,MAJ
384.104181705,-423.165281222,MAJ
-395.270818295,150.168052111,MAJ
34.729181705,-136.498614555,MAJ
-180.270818295,-232.054170111,MAJ
249.729181705,341.279163222,MAJ
142.229181705,-327.609725667,MAJ
-72.770818295,245.723607667,MAJ
357.229181705,-40.9430589999,MAJ
-341.520818295,-359.461577518,MAJ
303.479181705,-168.350466407,MAJ
-234.020818295,404.982866926,MAJ
-19.020818295,-263.906021963,MAJ
410.979181705,309.42731137,MAJ
-408.708318295,22.7606447038,MAJ
21.291681705,-391.31342937,MAJ
236.291681705,-104.646762704,MAJ
-301.208318295,-200.202318259,MAJ
128.791681705,373.131015074,MAJ
343.791681705,-295.757873815,MAJ
-354.958318295,277.575459519,MAJ
-139.958318295,-401.930713321,MAJ
-247.458318295,-115.264046654,MAJ
182.541681705,-210.81960221,MAJ
-32.458318295,362.513731124,MAJ
397.541681705,75.8470644569,MAJ
-381.833318295,-306.375157765,MAJ
48.166681705,266.958175568,MAJ
263.166681705,-338.227009617,MAJ
-274.333318295,235.106323716,MAJ
155.666681705,-51.5603429505,MAJ
-59.333318295,-147.115898506,MAJ
370.666681705,426.217434827,MAJ
101.916681705,-242.671454062,MAJ
-113.083318295,330.661879272,MAJ
316.916681705,43.9952126051,MAJ
-220.583318295,-370.078861469,MAJ
-5.58331829496,-83.4121948023,MAJ
424.416681705,-178.967750358,MAJ
-425.505193295,394.365582975,MAJ
4.49480670504,107.698916309,MAJ
-210.505193295,-274.523305913,MAJ
219.494806705,298.81002742,MAJ
111.994806705,-412.547997271,MAJ
-103.005193295,160.785336062,MAJ
326.994806705,-125.881330605,MAJ
-371.755193295,-221.43688616,MAJ
58.244806705,351.896447173,MAJ
273.244806705,-316.992441716,MAJ
-264.255193295,256.340891617,MAJ
-49.255193295,-348.844293568,MAJ
380.744806705,224.489039766,MAJ
-398.630193295,-62.1776269011,MAJ
31.369806705,-157.733182457,MAJ
-183.630193295,415.600150877,MAJ
-291.130193295,-253.288738012,MAJ
138.869806705,320.044595321,MAJ
353.869806705,-380.69614542,MAJ
-344.880193295,192.637187914,MAJ
85.119806705,-94.029478753,MAJ
-129.880193295,-189.585034309,MAJ
300.119806705,383.748299025,MAJ
192.619806705,-285.140589864,MAJ
-22.380193295,288.192743469,MAJ
407.619806705,1.52607680259,MAJ
-412.067693295,-427.884074089,MAJ
17.932306705,145.449259244,MAJ
-197.067693295,-141.217407422,MAJ
232.932306705,-236.772962978,MAJ
-304.567693295,336.560370355,MAJ
-89.567693295,-332.328518533,MAJ
340.432306705,241.0048148,MAJ
-358.317693295,-45.6618518668,MAJ
71.682306705,-364.180370385,MAJ
-143.317693295,209.152962948,MAJ
286.682306705,-77.5137037187,MAJ
-250.817693295,-173.069259274,MAJ
179.182306705,400.264074059,MAJ
-35.817693295,113.597407392,MAJ
394.182306705,-268.62481483,MAJ
-385.192693295,304.708518504,MAJ
-170.192693295,-396.032222237,MAJ
-277.692693295,-109.365555571,MAJ
152.307306705,-204.921111126,MAJ
-62.692693295,368.412222207,MAJ
367.307306705,81.7455555406,MAJ
-331.442693295,-300.476666682,MAJ
98.557306705,272.856666652,MAJ
313.557306705,-406.649506188,MAJ
206.057306705,-119.982839521,MAJ
-8.94269329496,-215.538395077,MAJ
421.057306705,357.794938257,MAJ
-418.786443295,71.12827159,MAJ
11.213556705,-311.093950632,MAJ
-203.786443295,262.239382701,MAJ
226.213556705,-24.4272839656,MAJ
-311.286443295,-342.945802484,MAJ
333.713556705,-151.834691373,MAJ
-365.036443295,421.49864196,MAJ
-150.036443295,-247.390246929,MAJ
279.963556705,325.943086405,MAJ
172.463556705,-374.797654336,MAJ
-42.536443295,198.535678997,MAJ
387.463556705,-88.1309876693,MAJ
-391.911443295,-183.686543225,MAJ
38.088556705,389.646790108,MAJ
253.088556705,-279.24209878,MAJ
-284.411443295,294.091234553,MAJ
-69.411443295,-417.266790138,MAJ
360.588556705,156.066543195,MAJ
-338.161443295,-130.600123472,MAJ
91.838556705,-226.155679027,MAJ
-123.161443295,347.177654306,MAJ
-230.661443295,-321.711234583,MAJ
-15.661443295,-35.0445679162,MAJ
414.338556705,-353.563086435,MAJ
-405.348943295,219.770246899,MAJ
24.651056705,-66.8964197681,MAJ
-190.348943295,-162.451975324,MAJ
239.651056705,410.88135801,MAJ
132.151056705,-258.007530879,MAJ
-82.848943295,315.325802454,MAJ
347.151056705,28.6591357875,MAJ
-351.598943295,-385.414938287,MAJ
293.401056705,-194.303827175,MAJ
-244.098943295,379.029506158,MAJ
-29.098943295,-289.859382731,MAJ
400.901056705,283.473950602,MAJ
-378.473943295,-3.19271606435,MAJ
51.526056705,-420.805884789,MAJ
266.526056705,-134.139218122,MAJ
-270.973943295,-229.694773678,MAJ
159.026056705,343.638559656,MAJ
374.026056705,-325.250329233,MAJ
-324.723943295,248.0830041,MAJ
-109.723943295,-357.102181085,MAJ
212.776056705,-165.991069974,MAJ
-2.22394329496,407.34226336,MAJ
427.776056705,120.675596693,MAJ
-427.184880795,-261.546625529,MAJ
2.81511920504,311.786707804,MAJ
217.815119205,-388.954032937,MAJ
110.315119205,-102.28736627,MAJ
-104.684880795,-197.842921826,MAJ
325.315119205,375.490411508,MAJ
56.565119205,-293.398477381,MAJ
-158.434880795,279.934855952,MAJ
271.565119205,-6.73181071456,MAJ
-265.934880795,-399.571316887,MAJ
-50.934880795,-112.904650221,MAJ
379.065119205,-208.460205776,MAJ
-400.309880795,364.873127557,MAJ
-185.309880795,-304.015761332,MAJ
137.190119205,-335.867613184,MAJ
-77.809880795,237.46572015,MAJ
352.190119205,-49.200946517,MAJ
-346.559880795,-144.756502073,MAJ
83.440119205,428.576831261,MAJ
298.440119205,-240.312057628,MAJ
-239.059880795,333.021275705,MAJ
-24.059880795,-367.719465036,MAJ
405.940119205,205.613868298,MAJ
-413.747380795,-81.0527983689,MAJ
16.252619205,-176.608353924,MAJ
-198.747380795,396.724979409,MAJ
-306.247380795,-272.16390948,MAJ
123.752619205,301.169423853,MAJ
338.752619205,-410.188600838,MAJ
-359.997380795,163.144732495,MAJ
70.002619205,-123.521934171,MAJ
-144.997380795,-219.077489727,MAJ
285.002619205,354.255843606,MAJ
177.502619205,-314.633045282,MAJ
-37.497380795,258.700288051,MAJ
392.502619205,-27.9663786158,MAJ
-386.872380795,-346.484897134,MAJ
43.127619205,226.848436199,MAJ
258.127619205,-155.373786023,MAJ
-279.372380795,417.95954731,MAJ
-64.372380795,-250.929341579,MAJ
365.627619205,322.403991755,MAJ
96.877619205,-378.336748986,MAJ
-118.122380795,194.996584347,MAJ
311.877619205,-91.6700823195,MAJ
-225.622380795,-187.225637875,MAJ
204.377619205,386.107695458,MAJ
-10.622380795,99.4410287916,MAJ
419.377619205,-282.781193431,MAJ
-420.466130795,290.552139903,MAJ
9.53386920504,3.88547323606,MAJ
-205.466130795,-424.344979439,MAJ
-312.966130795,-137.678312772,MAJ
117.033869205,-233.233868328,MAJ
-97.966130795,340.099465006,MAJ
332.033869205,53.4327983389,MAJ
-366.716130795,-328.789423883,MAJ
63.283869205,244.54390945,MAJ
278.283869205,-360.641275735,MAJ
170.783869205,-73.9746090685,MAJ
-44.216130795,-169.530164624,MAJ
385.783869205,403.803168709,MAJ
-393.591130795,117.136502043,MAJ
36.408869205,-265.08572018,MAJ
-178.591130795,308.247613154,MAJ
-286.091130795,-392.493127587,MAJ
-71.091130795,-105.82646092,MAJ
358.908869205,-201.382016476,MAJ
-339.841130795,371.951316857,MAJ
-124.841130795,-296.937572031,MAJ
305.158869205,276.395761302,MAJ
197.658869205,-403.110411538,MAJ
-17.341130795,170.222921796,MAJ
412.658869205,-116.443744871,MAJ
-407.028630795,-211.999300426,MAJ
22.971369205,361.334032907,MAJ
237.971369205,-307.554855982,MAJ
-299.528630795,265.778477351,MAJ
-84.528630795,-339.406707834,MAJ
345.471369205,233.926625499,MAJ
-353.278630795,-52.7400411672,MAJ
76.721369205,-148.295596723,MAJ
-138.278630795,425.037736611,MAJ
-245.778630795,-243.851152278,MAJ
184.221369205,329.482181055,MAJ
399.221369205,-371.258559686,MAJ
-380.153630795,202.074773648,MAJ
49.846369205,-84.5918930191,MAJ
-165.153630795,-180.147448575,MAJ
264.846369205,393.185884759,MAJ
157.346369205,-275.70300413,MAJ
-57.653630795,297.630329203,MAJ
372.346369205,10.9636625365,MAJ
-326.403630795,-413.727695488,MAJ
-111.403630795,-127.061028822,MAJ
318.596369205,-222.616584377,MAJ
-218.903630795,350.716748956,MAJ
-3.90363079496,-318.172139933,MAJ
426.096369205,255.161193401,MAJ
-423.825505795,-31.505473266,MAJ
6.17449420504,-350.023991785,MAJ
-208.825505795,223.309341549,MAJ
221.174494205,-63.3573251178,MAJ
-316.325505795,-158.912880673,MAJ
113.674494205,414.42045266,MAJ
328.674494205,-254.468436229,MAJ
-370.075505795,318.864897104,MAJ
-155.075505795,-381.875843636,MAJ
-262.575505795,-95.2091769697,MAJ
167.424494205,-190.764732525,MAJ
-47.575505795,382.568600808,MAJ
382.424494205,95.9019341414,MAJ
-396.950505795,-286.320288081,MAJ
33.049494205,287.013045253,MAJ
248.049494205,-429.457005045,MAJ
140.549494205,-142.790338378,MAJ
-74.450505795,-238.345893934,MAJ
355.549494205,334.9874394,MAJ
86.799494205,-333.901449489,MAJ
-128.200505795,239.431883844,MAJ
301.799494205,-47.2347828225,MAJ
-235.700505795,-365.753301341,MAJ
-20.700505795,-79.0866346743,MAJ
409.299494205,-174.64219023,MAJ
-410.388005795,398.691143103,MAJ
-195.388005795,-270.197745785,MAJ
234.611994205,303.135587548,MAJ
127.111994205,-397.605153193,MAJ
-87.888005795,175.72818014,MAJ
342.111994205,-110.938486526,MAJ
-356.638005795,-206.494042082,MAJ
73.361994205,366.839291252,MAJ
288.361994205,-302.049597637,MAJ
-249.138005795,271.283735696,MAJ
-34.138005795,-408.222437143,MAJ
395.861994205,165.11089619,MAJ
-383.513005795,-121.555770477,MAJ
46.486994205,-217.111326032,MAJ
-168.513005795,356.222007301,MAJ
-276.013005795,-312.666881588,MAJ
368.986994205,-344.51873344,MAJ
-329.763005795,228.814599894,MAJ
100.236994205,-57.8520667731,MAJ
-114.763005795,-153.407622329,MAJ
315.236994205,419.925711005,MAJ
207.736994205,-248.963177884,MAJ
-7.26300579496,324.370155449,MAJ
422.736994205,37.7034887825,MAJ
-417.106755795,-376.370585292,MAJ
12.893244205,196.962748042,MAJ
227.893244205,-185.25947418,MAJ
-309.606755795,388.073859153,MAJ
-94.606755795,-280.815029736,MAJ
335.393244205,292.518303597,MAJ
-363.356755795,5.85163693062,MAJ
66.643244205,-418.839721094,MAJ
281.643244205,-132.173054427,MAJ
-255.856755795,-227.728609983,MAJ
174.143244205,345.60472335,MAJ
389.143244205,-323.284165539,MAJ
-390.231755795,250.049167795,MAJ
39.768244205,-36.6174988718,MAJ
-175.231755795,-355.13601739,MAJ
-282.731755795,-68.4693507237,MAJ
147.268244205,-164.024906279,MAJ
-67.731755795,409.308427054,MAJ
362.268244205,122.641760387,MAJ
-336.481755795,-259.580461835,MAJ
93.518244205,313.752871499,MAJ
308.518244205,-386.987869242,MAJ
201.018244205,-100.321202576,MAJ
-13.981755795,-195.876758131,MAJ
416.018244205,377.456575202,MAJ
-403.669255795,90.7899085356,MAJ
26.330744205,-291.432313687,MAJ
-188.669255795,281.901019647,MAJ
-296.169255795,-422.378815744,MAJ
-81.169255795,-135.712149078,MAJ
348.830744205,-231.267704633,MAJ
-349.919255795,342.0656287,MAJ
-134.919255795,-326.823260189,MAJ
187.580744205,-358.675112041,MAJ
-27.419255795,214.658221293,MAJ
402.580744205,-72.0084453739,MAJ
-376.794255795,-167.564000929,MAJ
53.205744205,405.769332404,MAJ
268.205744205,-263.119556485,MAJ
-269.294255795,310.213776848,MAJ
-54.294255795,-390.526963892,MAJ
375.705744205,182.806369441,MAJ
-323.044255795,-103.860297226,MAJ
106.955744205,-199.415852781,MAJ
-108.044255795,373.917480552,MAJ
-215.544255795,-294.971408337,MAJ
214.455744205,278.361924996,MAJ
-0.544255794957,-8.3047416702,MAJ
429.455744205,-401.144247843,MAJ
-429.28449017,172.18908549,MAJ
0.715509830043,-114.477581176,MAJ
-214.28449017,-210.033136732,MAJ
215.71550983,363.300196601,MAJ
108.21550983,-305.588692287,MAJ
-106.78449017,267.744641046,MAJ
323.21550983,-18.9220256208,MAJ
-375.53449017,-337.440544139,MAJ
54.46550983,235.892789194,MAJ
269.46550983,-146.329433028,MAJ
-268.03449017,427.003900305,MAJ
-53.03449017,-241.884988584,MAJ
376.96550983,331.44834475,MAJ
-402.40949017,44.7816780829,MAJ
27.59050983,-369.292395991,MAJ
242.59050983,-82.6257293245,MAJ
-294.90949017,-178.18128488,MAJ
135.09050983,395.152048453,MAJ
350.09050983,-273.736840436,MAJ
-348.65949017,299.596492898,MAJ
-133.65949017,-411.761531794,MAJ
-241.15949017,-125.094865127,MAJ
188.84050983,-220.650420683,MAJ
-26.15949017,352.682912651,MAJ
403.84050983,66.0162459841,MAJ
-415.84699017,-316.205976238,MAJ
14.15300983,257.127357095,MAJ
229.15300983,-348.05782809,MAJ
-308.34699017,225.275505243,MAJ
121.65300983,-61.3911614233,MAJ
-93.34699017,-156.946716979,MAJ
336.65300983,416.386616354,MAJ
67.90300983,-252.502272534,MAJ
-147.09699017,320.831060799,MAJ
-254.59699017,-379.909679942,MAJ
-39.59699017,-93.2430132751,MAJ
390.40300983,-188.798568831,MAJ
-388.97199017,384.534764503,MAJ
-173.97199017,-284.354124386,MAJ
256.02800983,288.979208947,MAJ
148.52800983,-425.917910394,MAJ
-66.47199017,147.415422939,MAJ
363.52800983,-139.251243728,MAJ
-335.22199017,-234.806799283,MAJ
94.77800983,338.52653405,MAJ
309.77800983,-330.362354839,MAJ
-227.72199017,242.970978494,MAJ
202.27800983,-43.6956881723,MAJ
-12.72199017,-362.214206691,MAJ
417.27800983,211.119126643,MAJ
-422.56574017,-75.5475400241,MAJ
7.43425983004,-171.10309558,MAJ
-207.56574017,402.230237754,MAJ
-315.06574017,-266.658651135,MAJ
114.93425983,306.674682198,MAJ
329.93425983,-394.066058543,MAJ
-368.81574017,179.267274791,MAJ
61.18425983,-107.399391876,MAJ
-153.81574017,-202.954947432,MAJ
276.18425983,370.378385902,MAJ
168.68425983,-298.510502987,MAJ
-46.31574017,274.822830346,MAJ
383.68425983,-11.8438363204,MAJ
-395.69074017,-404.683342493,MAJ
34.30925983,168.64999084,MAJ
-180.69074017,-118.016675827,MAJ
249.30925983,-213.572231382,MAJ
-288.19074017,359.761101951,MAJ
-73.19074017,-309.127786938,MAJ
356.80925983,264.205546396,MAJ
-341.94074017,-22.461120271,MAJ
88.05925983,-340.97963879,MAJ
-126.94074017,232.353694544,MAJ
303.05925983,-54.3129721229,MAJ
-234.44074017,-149.868527678,MAJ
195.55925983,423.464805655,MAJ
-19.44074017,136.798138988,MAJ
410.55925983,-245.424083234,MAJ
-409.12824017,327.909250099,MAJ
-194.12824017,-372.831490641,MAJ
-301.62824017,-86.1648239747,MAJ
128.37175983,-181.72037953,MAJ
-86.62824017,391.612953803,MAJ
-355.37824017,-277.275935086,MAJ
74.62175983,296.057398247,MAJ
289.62175983,-415.300626444,MAJ
182.12175983,-128.633959777,MAJ
-32.87824017,-224.189515333,MAJ
397.12175983,349.143818001,MAJ
-382.25324017,62.4771513339,MAJ
47.74675983,-319.745070888,MAJ
-167.25324017,253.588262445,MAJ
262.74675983,-33.0784042216,MAJ
-274.75324017,-351.59692274,MAJ
370.24675983,-160.485811629,MAJ
-328.50324017,412.847521704,MAJ
-113.50324017,-256.041367185,MAJ
316.49675983,317.291966149,MAJ
208.99675983,-383.448774592,MAJ
-6.00324016996,189.884558741,MAJ
423.99675983,-96.7821079253,MAJ
-425.92511517,-192.337663481,MAJ
4.07488483004,380.995669852,MAJ
219.07488483,-287.893219036,MAJ
-318.42511517,285.440114297,MAJ
-103.42511517,-427.097608611,MAJ
-372.17511517,-140.430941945,MAJ
57.82488483,-235.9864975,MAJ
-157.17511517,337.346835833,MAJ
-264.67511517,-331.542053056,MAJ
380.32488483,-363.393904908,MAJ
-399.05011517,209.939428426,MAJ
30.94988483,-76.7272382408,MAJ
-184.05011517,-172.282793796,MAJ
245.94988483,401.050539537,MAJ
138.44988483,-267.838349352,MAJ
-76.55011517,305.494983981,MAJ
353.44988483,18.8283173147,MAJ
-345.30011517,-395.245756759,MAJ
-130.30011517,-108.579090093,MAJ
299.69988483,-204.134645648,MAJ
-237.80011517,369.198687685,MAJ
-22.80011517,-299.690201204,MAJ
407.19988483,273.64313213,MAJ
-412.48761517,-13.0235345371,MAJ
17.51238483,-405.86304071,MAJ
232.51238483,-119.196374043,MAJ
-304.98761517,-214.751929599,MAJ
125.01238483,358.581403734,MAJ
340.01238483,-310.307485154,MAJ
